product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
emGXel58GpPI,toys,1150,42,11,12
08rjqbzUkAbq,toys,1150,42,25,15
L6WtQbX2PNeU,toys,150,42,4,14
IwrJ8FjP6ULG,cool_stuff,2050,42,25,15
QGFy6uTa24uZ,toys,19700,42,100,42
5yy0Y9enI3BG,toys,50,42,9,25
g7IcqZuH8wGd,toys,1650,42,11,36
olYistEdfnrR,toys,22700,42,82,42
NXhUrsBwT4wj,housewares,1600,42,15,24
itLdvoTQXCPW,toys,2600,42,11,36
DyN8L14LkzWk,toys,1500,42,25,15
jRRRa8DDnJnz,toys,1200,42,25,15
CvHKHcqCIz3x,toys,200,42,4,14
teDfRYKCvVj3,toys,2800,42,25,15
46q8qa10nouj,toys,2400,42,11,36
N8lrON7bBVPU,cool_stuff,2250,42,25,15
mLPTMcjiDwou,toys,1800,42,20,40
akOB8Sr7YcKf,toys,2400,42,11,36
rTLQCULaGqFp,toys,1400,42,25,15
AvkSyszufXN0,toys,1500,42,22,37
6iir5pzQeE2X,toys,1500,42,10,32
oT1oGpWfSams,toys,1500,42,8,32
4aOsqHiIeqQy,toys,1250,42,25,15
CM0S7dymD9yF,toys,4550,42,19,32
yZVaIfBGwjWj,bed_bath_table,2374,42,11,36
TNKG0f6I9oAz,computers_accessories,250,42,2,30
RAZLsdpHk98e,cool_stuff,2500,42,25,15
YVTFix8ODfl2,auto,1100,42,12,22
swaU7l4yDuC3,toys,1000,42,25,15
93f4QOlcjkjA,housewares,20100,42,63,42
qRKDtl3wBWcB,sports_leisure,1200,42,12,43
024KC1BDyGBC,toys,300,42,2,30
VSMp5qVsqxZe,toys,800,42,2,32
ZXZ8CCtHY09u,pet_shop,11450,42,65,55
CR58z5e3AKGg,toys,2550,42,8,19
i34t8dDPMFUZ,housewares,3400,42,9,32
lQ4KV7IoKZde,toys,3000,42,12,40
XvELZl6iAA2b,toys,11489,42,67,42
J5OsYBxuQZVi,toys,6500,42,22,42
7nS4HYeewru6,toys,700,42,8,33
1fwK5iRavWwz,toys,3800,42,16,36
JmsWUoUlRqUS,toys,2400,42,15,27
82pZHhoTyyOf,toys,2500,42,33,12
z8ysRN0zVKQ5,toys,1350,42,25,15
GTLkKJKMZNKs,toys,2000,42,10,36
6XbMMTDaf2MR,toys,500,42,14,30
vFj7hDEWLyeZ,furniture_decor,17400,42,35,42
s4okx0WbPcAU,baby,950,42,25,15
04iAxXojGGpj,toys,5000,42,16,37
CYt7eFehlQox,toys,4425,42,26,31
4mObZjhqXUNa,toys,7900,42,50,23
6yVwl4Z5BVJO,toys,2400,42,11,36
A3wQsdF5uhAF,health_beauty,1350,42,12,11
2gGPVaqxoS46,toys,1450,42,30,23
f5ylwE9cBLCW,toys,1300,42,16,32
3s7obOhUKLZJ,baby,1050,42,25,15
jfL0rVFpz7Eu,toys,600,42,7,42
pWaURo4UveZ3,toys,1800,42,11,35
3HdUQcm4u3Pm,toys,4375,42,26,33
ecuhdvvVs2UA,toys,1650,42,25,15
DT7d5cOoKNQr,toys,1300,42,18,18
vGxImqbspyS0,stationery,1100,42,20,31
voLoI4nKKxoT,toys,2050,42,11,32
x7zHXlvVcYdL,toys,950,42,5,39
7ercDbuML7Ww,baby,1100,42,25,15
IawFTK5LbbHJ,toys,2288,42,11,36
3MdJnespPSIO,housewares,7550,42,11,64
80EyryCMAIPi,toys,14450,42,28,67
m442Yg2ChLLE,toys,1400,42,12,11
99cilYcT8jGv,toys,2400,42,15,27
tGxHW7Sg7Qvw,toys,3550,42,19,27
3S7PAENk4h5g,toys,2050,42,25,15
4QxbKoiVdjr8,toys,1550,42,6,40
AKtU0yZ3VdMG,toys,2800,42,33,42
dIJvCC0OWB4q,toys,800,42,20,38
AZCrnf1SzQaA,toys,3000,42,19,25
kXfd1FJttlOD,toys,2600,42,25,15
zrTn7aGGBUGY,toys,950,42,22,26
zVVQeMPL7DLQ,toys,4925,42,37,37
1kDv0n3iyJCt,toys,1300,42,25,15
c3thJ10ir1g8,toys,700,42,2,32
Y8AsTbNI6AeX,toys,50,42,19,25
NHUTIiaY6NSR,toys,15700,42,33,42
2waAw29Dojt7,toys,550,42,2,32
UDr7LQKxDCo8,toys,1100,42,10,20
bdh10WCoHGS9,fashion_bags_accessories,1100,42,13,43
hg8Wb091H4Iy,,4900,42,16,37
Ow49kdSEDsme,toys,1600,42,5,32
nMqmL7UtV4LH,toys,900,42,3,35
TjEIrqB04bSo,toys,1300,42,26,29
s02QRElWzQNi,toys,3300,42,12,40
ndzXCN5Y3qyJ,bed_bath_table,2600,42,16,36
IfCU92tDV2EM,auto,5300,42,12,27
DrRyU7dSQTss,toys,1350,42,11,12
8gv4Rsn1gdGm,toys,14700,42,55,38
VtKolI96RJMd,garden_tools,29600,42,17,42
PsvEEKsHOQfk,toys,16515,42,77,42
AtPqHF6SNTnC,housewares,9500,42,54,25
60vRBp7c4cIz,toys,4188,42,16,37
cca86hy4yHK1,toys,1100,42,12,42
bobYcM75Gqpc,toys,1400,42,5,42
2UQiMA6m8vaP,toys,2050,42,25,15
lgt7Y4Xz5dKU,computers_accessories,200,42,9,25
V3e088rFbSNB,toys,2850,42,12,40
mnzXqjL3mpbQ,construction_tools_lights,6500,42,22,42
2MtBZBicLvUZ,toys,50,42,9,25
W5kMppN6LHbg,toys,2146,42,11,36
GHKO4NDI5V1i,toys,2200,42,25,15
ltvzVUpRZeV7,furniture_decor,1500,42,14,32
IYvkrUwTE0uA,toys,5800,42,28,33
lmu6jSfaUb0r,toys,2000,42,10,37
HdbwQayNCk9o,toys,2000,42,32,32
tVBJ9zl37kXX,baby,950,42,25,15
TCAY3hdfbGQ8,toys,1600,42,5,42
g5GhqwALXC4H,toys,7550,42,25,15
nAfiZ93td5vY,,17100,42,80,30
5hqQbR7p5r2D,toys,1825,43,28,28
GkKwbXbTsUcZ,toys,1400,43,5,30
ePkdyik8Yarq,toys,3950,43,15,32
6wkAkiVNcu3J,toys,2800,43,5,30
IapxkDY5AEwa,toys,200,43,9,16
7AdHMcUA45kV,toys,150,43,13,14
lyv7bqEb4rfG,computers_accessories,1225,43,15,21
3n7TfF0E1SNc,toys,1875,43,45,40
IQPveqLriDMM,toys,1700,43,5,30
0qYHcsiZhxdn,toys,1800,43,8,33
gW3KS3THAKBK,toys,650,43,16,27
B5ZZ4Ntbky6W,toys,7000,43,35,50
8hGjOEg8vMHb,toys,700,43,16,27
ebBYerk8YhSO,toys,1400,43,5,30
iVb6JJ3DuPoQ,toys,1500,43,4,30
lsE6ahqdhx7Y,toys,1700,43,24,31
bw7R2cl96E5V,toys,3450,43,18,22
7GCN6AqZJjei,toys,2300,43,8,33
XDUqkIcZu8dq,toys,150,43,11,18
sBT87xyh7jRU,toys,600,43,16,27
ynfBKqIBU3sB,toys,1100,43,6,30
iz64CS1unMaR,housewares,19550,43,79,41
DjksTd5hx9H4,toys,900,43,18,23
MdayJr3TCqsC,toys,1950,43,10,33
YdiBtm6CZE6T,toys,14550,43,62,41
oAoGuqlgd0rr,toys,600,43,16,27
KVoKWeSiBjk2,toys,700,43,16,27
dvKVDTVmB7w1,toys,2200,43,5,30
4Su37HQ6XCRI,toys,1550,43,44,43
AfMY5UXROiOj,housewares,800,43,18,16
HTLQI9JtjKMO,toys,12500,43,33,33
11iLB6Y8kiVM,furniture_decor,2200,43,11,35
P7jdj8uAUYFz,toys,650,43,16,27
vIDRxslyCSLq,housewares,14600,43,62,41
wQqH3hkm3tPP,toys,1600,43,5,30
28KyQptt5cND,toys,19050,43,79,41
GGuirBPrDt0M,toys,19950,43,43,43
fzSHRT7wfD1T,toys,8325,43,14,33
GSKSm1xoBOwh,toys,11867,43,43,38
czBpPK6FrjNi,toys,350,43,30,32
1BC62TNsD8cm,toys,1950,43,8,33
9zu1mTgY76XD,toys,1350,43,18,18
6q7F4ThOGjgm,toys,7100,43,23,43
RNf3ydK2C6IK,fashion_bags_accessories,550,43,16,27
PZy8HZdTI3Dw,toys,2600,43,8,33
p9G7r1L9TkCd,construction_tools_construction,8817,43,24,47
cjqnScHEUmWB,toys,11350,43,35,34
XGERfTgfuZuO,toys,4755,43,40,31
QzG6bjzQMQ01,bed_bath_table,1000,43,8,33
4488ns9hRezw,toys,1284,43,17,24
SUNjn8Lc6Cxg,bed_bath_table,1600,43,8,33
m37tNB2Eo4GW,toys,4400,43,15,39
jtZZGnNjsI5H,fashion_bags_accessories,400,43,16,27
ARZ3gwp8rZyJ,bed_bath_table,2200,43,8,36
596WpgQubFwt,toys,600,43,16,27
5yb5DtciBCh5,fashion_bags_accessories,900,43,16,27
3S0nodhH7vVM,housewares,4383,43,17,37
luQOKaLxU4Wi,toys,6100,43,43,27
zfhB0aNlBftp,housewares,850,43,5,24
c4y7r6iR6TL2,toys,975,43,23,23
crwpHyLta7y5,toys,1150,43,8,33
4HFgKOaqoCML,toys,4600,43,15,39
wA3BivRPaCvi,construction_tools_construction,29500,43,13,43
GRuHRwt6Hp0B,toys,8900,43,13,39
DIeFuWBfjuq7,baby,2400,43,50,37
ew1MzSfumFcm,toys,1950,43,14,12
swJ3KesP6VH7,housewares,17950,43,68,41
PCenCyoVuiiR,toys,1250,43,15,38
RMMYEJJp2vdt,toys,20100,43,79,41
VVX4VMxygecn,housewares,1000,43,11,37
JV5FffpnO2cb,consoles_games,525,43,11,17
dDuLTn0jpFiQ,toys,1800,43,14,12
rdcG9gF6iQVu,toys,1050,43,9,23
iQW7RzoPOGlW,cool_stuff,900,43,21,26
I5ccCX9bz1XN,health_beauty,1200,43,9,23
kR83L6NkkQcx,housewares,950,43,17,24
Y5q1dBvl3kHB,fashion_bags_accessories,150,43,16,27
RvkjVvTbtuQr,toys,2150,43,13,33
Ujv4zJJCRafc,bed_bath_table,2500,43,8,33
ALDLOqFIQ7Xx,toys,2000,43,30,32
lEmYDoLWKgPe,toys,3100,43,35,35
o2XjxnRyinsS,toys,1500,43,5,30
1dAg0LZV9PB5,toys,1750,43,8,33
C7vEeCMb56LA,baby,16500,43,83,43
IBpw1Pwqy2fw,toys,1400,43,18,18
aIJJMUDewM7o,toys,350,43,7,28
5xioqv3AiXRf,toys,1425,43,10,33
4amFd3N98tJe,toys,2000,43,5,30
pPYaDES1PV7r,toys,2700,43,15,15
YUwPc2b49LaZ,toys,8650,43,13,40
DNX5UrIOITnK,toys,1500,43,5,30
DYsMP7SdBX5J,toys,1750,43,14,39
Yd5rhgbmMmyU,toys,2450,43,12,34
psFjPc2vTvfN,toys,450,43,6,30
3ETg7O4Awkfk,toys,250,43,2,30
DPg3O8OiU7Bb,toys,950,43,9,23
RJTQWZLYKHOf,toys,1975,43,10,33
twP1ntAu8SOU,toys,3900,43,16,11
mRWsRL95vfEO,toys,3300,43,15,27
eu7OR2CtxneD,toys,1400,43,27,43
0mLwo6egaseL,bed_bath_table,1150,43,7,30
moMA5l3dbX4e,luggage_accessories,16200,43,29,67
70qYOKEeXBeI,toys,700,43,7,30
fxGti1ODbfp1,toys,2900,43,14,17
0UR1CEiLTQ2n,bed_bath_table,1075,43,8,20
PyutV7ujJ69J,toys,4925,43,15,32
MknalfRYM0u5,fashion_bags_accessories,350,43,16,27
Su7peTl8KZzI,toys,3657,43,44,34
RuAf9fm3WtVS,toys,3500,43,18,30
ux34efEjxET4,toys,1100,43,6,30
KNLZTiUNhMMZ,toys,13800,43,67,27
7xOWrcia2k57,stationery,7200,43,23,33
sFXdhNPN6lcL,toys,2725,43,50,28
F7VM3KqshbPZ,bed_bath_table,1300,43,5,30
0c0x9cq0gPw4,bed_bath_table,1550,43,8,33
0JVA810a7Grt,sports_leisure,700,43,15,35
JOqFm0V8DrWI,toys,600,43,16,27
ejHz00w1tZWb,toys,700,43,30,48
nXsq843qdFao,toys,550,43,16,27
UtrpNO6cLTgf,bed_bath_table,800,43,23,23
ODCjGntSJgtS,furniture_decor,2900,43,5,30
4pOaE0nqwN0W,toys,7400,43,14,33
kZ6CQgFxvYWR,toys,733,43,31,28
qyK8X5Q5smHF,toys,950,43,17,24
tKBqABgmrdtk,toys,1667,43,14,37
609QfYQ4LrnT,toys,2325,43,10,33
3PIj6kmNQhpW,toys,3000,43,19,37
99AMrwG9gQmK,toys,850,43,5,24
Vh7XDeDcn6Dk,toys,250,43,16,27
3QKkegSbTriX,toys,2600,43,27,29
dDHkPDhgr62e,baby,550,43,25,33
YTa3s6O0haLV,toys,3700,43,13,33
PQZd8FDIdGOr,bed_bath_table,1950,43,20,31
KrbftShCRgd4,toys,4375,43,35,25
dOlHH0a8HWR0,toys,733,43,11,35
QOolMpTNKc5A,housewares,2100,43,30,11
u0bDqnDA03Qq,toys,1650,43,36,25
izKojMz9Aa50,toys,1053,43,35,26
RIvK8BNeKYN8,toys,1225,43,38,37
nRi5rfpswqAe,bed_bath_table,1950,43,8,33
pnsBfzj9j6Ug,toys,567,43,8,28
qkz2ZTYIk0d9,toys,13250,43,67,27
PwcqMArm8mSR,pet_shop,2700,43,39,20
C4r1xJqBeEn5,housewares,3150,43,27,27
35QZPKVXhucn,toys,1050,43,19,13
HKmB0NqrZc1p,toys,1500,43,5,30
HQwljxTjKBzf,toys,1850,43,48,48
W6F06XXvvc6z,toys,30000,43,102,30
cV34fkYvwozB,toys,925,43,38,38
NImn2E9QrVQI,toys,2050,43,11,35
6BrCZmsBUMeQ,toys,22450,43,68,41
gIpTfB2EsGvR,toys,10250,43,43,37
jevTLH3eOIyp,bed_bath_table,1600,43,15,32
coKdIh56y4qb,toys,1500,43,8,33
t4HPJ6dsyZHI,cool_stuff,15300,43,40,40
Fs1JfRLbEJUG,toys,917,43,13,28
Smzu0R1ik97e,fashion_bags_accessories,550,43,16,27
D8ygShyeVyto,toys,450,43,48,43
UnCaHeKNe30K,toys,200,43,16,27
SUQm1s9k7h1a,toys,20000,43,78,41
8GhoiuNaayPA,toys,12500,43,29,67
VH17qT6TI5iq,toys,400,43,16,27
xja9k3DdrUes,fixed_telephony,850,43,30,33
rEBjKtrQe8xK,toys,4850,43,15,33
3UmWAnA6lxgk,toys,1350,43,8,33
SB0JLMn612DY,toys,625,43,13,13
f0S4N0f2A3Xh,bed_bath_table,2225,43,10,33
hImL9P9zVszq,toys,1800,43,8,33
sF0XgqYIRmap,toys,12550,43,42,22
RLYdWK4EYecU,toys,700,43,8,33
VJF8AURPK7jl,toys,500,43,16,27
GYjdmUJeanFd,toys,725,43,10,23
WK1IxIuyKKjt,toys,350,43,12,16
mwEUx3BiE0rN,toys,8775,43,14,20
HxIVcTGaHuif,toys,20450,43,79,41
mcQKkycx7Tby,toys,1150,43,7,30
l8R2TqUoMsrj,toys,4000,43,11,43
sLlT1yNA9yVy,toys,500,43,3,13
NLJiaVhzKrv4,toys,10350,43,40,44
X45FceCAPTTb,toys,500,43,8,15
nnv3RJguh0KP,,700,43,7,54
wAQw2xbZo7iR,housewares,1125,43,13,11
Xzsl7xxX7uTK,small_appliances,3900,43,43,20
ROItcYeKfz5t,toys,900,43,8,33
FZkaiKzGqHbj,toys,3500,43,18,30
sweyXImF4KQk,toys,500,43,12,16
WgHZXsqzkdeF,toys,4100,43,26,43
26vZeFfkkoEs,toys,2350,43,13,40
DyN7jE0Shd57,toys,3050,43,12,22
CIoN7VU4UOxK,toys,1500,43,9,43
pkhPkFFc80fd,toys,30000,43,19,35
M6dHMMDQkzl9,toys,7650,44,15,34
g8Jr222zRYvQ,toys,8350,44,32,35
akCw0d3GZ721,toys,8238,44,28,36
poyljoTAnq9L,toys,900,44,2,36
w5mMIm9sTgV4,toys,6133,44,35,48
VDEBigGAwD3J,toys,1550,44,14,34
NbCEcEqLULsY,toys,700,44,12,22
mnGcw2kriqKU,bed_bath_table,1350,44,2,35
R0lV18rPk4iO,construction_tools_construction,9500,44,15,33
HYSeU6rgX0tJ,toys,16450,44,70,32
rQgSMxmlXGkG,bed_bath_table,1650,44,2,35
ucePnNrnkTwo,toys,1825,44,14,34
EtzdjrvDjLd7,toys,3785,44,13,42
IaT1PjxEe1iq,toys,775,44,3,34
GS9BwRCKDzlt,toys,900,44,24,31
xQgcbYd87CWJ,construction_tools_construction,370,44,21,12
w4YFJjKM42dS,bed_bath_table,1300,44,2,35
IQ37MhynrR6Y,toys,1200,44,2,35
6YFpG4urkeVT,toys,1200,44,2,35
k2NWrMl1JROm,bed_bath_table,3718,44,16,40
vimrJMrmMIlQ,toys,5950,44,2,26
W03Fqze9Dx8j,bed_bath_table,2000,44,17,34
tEaqnPvQgONA,baby,8200,44,32,35
5RlYnlEhpCUL,cool_stuff,1625,44,24,32
Q7PB2uvDhqB8,toys,4475,44,24,31
h4wYwX0qymaS,baby,3800,44,23,43
9BjOYzHBsH9L,housewares,2700,44,34,16
OoTqJ4xfRWYw,toys,3400,44,15,27
3TMivjIquXSE,industry_commerce_and_business,11300,44,34,25
Gjw6IaKeKoJK,toys,4400,44,20,30
9bo4aPyLioaI,toys,950,44,2,36
d0MaSSq1NKBK,toys,5550,44,17,30
m67hoARXfoev,toys,10150,44,34,21
IvCZbUCA8dux,toys,3200,44,15,30
uSjA6Di3a4KL,toys,800,44,2,36
blxbTMLOUNON,toys,8950,44,40,34
keqOeg3vTlxM,toys,425,44,14,34
avcUIXBa5CFt,housewares,14000,44,33,36
A9rpN1NtfdT6,toys,4463,44,35,32
6DmwtERq0AIe,toys,8250,44,32,35
cNqEKGqipO4s,toys,8250,44,32,35
QgcpnZX7Q2qw,toys,2900,44,16,42
OLTwhJ2RtlRz,sports_leisure,400,44,13,44
hSjBlrgNvH69,garden_tools,1900,44,19,19
j8TQ4tpDrIWk,baby,8250,44,32,35
jTv1bsxboBfB,toys,2700,44,19,34
WRMg4CTCIUnU,toys,6950,44,27,35
7KYrvq4LINKF,toys,1754,44,14,33
Az2tJyIGEa7F,bed_bath_table,3025,44,14,38
7AkeBFVJJVGQ,toys,257,44,12,24
t0BnJXQsysuj,bed_bath_table,1100,44,2,35
uoeRZCWyydUX,toys,760,44,8,15
5xPd9ZWBHVsj,housewares,800,44,14,35
3pBNfh0Gi2Jn,home_appliances_2,7350,44,14,30
UxMgo08Jn5di,toys,4580,44,35,35
BfoETwZwhCEN,toys,1200,44,2,35
okxzZj3Gl6OI,toys,7413,44,29,47
TWXXkyxRjdqF,toys,9650,44,20,33
KeLQgyaKgLMv,toys,1000,44,4,44
lmF0w63zBLTQ,cool_stuff,1200,44,20,20
cGm0XwbAcX16,toys,6800,44,16,44
IJvLLgLGVBbO,bed_bath_table,1150,44,2,35
mtehOm0hvSqi,toys,5300,44,17,44
vn3UmMZnlq4E,toys,1875,44,46,39
1UJ180oWp8fE,bed_bath_table,526,44,6,33
3j6EzRaYLRTX,toys,17050,44,44,25
qjoFMkfUTclw,sports_leisure,1975,44,46,39
jCUA5l7B0CmL,toys,5400,44,44,24
U6ZQHFuG1p5z,toys,15925,44,57,27
1bY1VUVYeGmH,toys,7900,44,21,38
eC0DjLMv4axL,toys,950,44,3,33
tttMzsSNRhKv,toys,950,44,12,36
kqEkHa7ZSThg,toys,3300,44,10,32
jMjDkeXpjfrR,sports_leisure,1300,44,8,30
cF5TV5ou18Uv,toys,1800,44,16,34
u5Pdshg6rXy1,sports_leisure,9000,44,35,23
jZ6bWuqPYwPi,toys,1675,44,24,23
5YhVAU9LpDcj,toys,950,44,2,36
Z4TgxleEIc9P,sports_leisure,300,44,22,42
zOd0DkdKUef2,bed_bath_table,1650,44,24,37
u1wa2lDzUMYS,auto,5200,44,17,30
uikH5RzbFi7u,toys,1400,44,6,36
wCviHgfO7xqe,bed_bath_table,2710,44,38,40
kmC8mYaPaLrx,toys,1800,44,14,33
XtktoCugI0DX,toys,10200,44,15,33
sWMv7wzPGqkx,toys,2100,44,16,42
Am5AUCRG6UUc,toys,8250,44,32,35
K5QaAOPYt2eS,toys,24400,44,93,30
HYxp7oErkKhX,toys,900,44,40,16
6xFl29vUZKnk,toys,1967,44,18,47
ktBncI1Efbq7,sports_leisure,850,44,22,32
puLws3PBVXeb,toys,1202,44,24,23
L2D7DXH5tfiX,toys,6000,44,28,25
JEZLswaD34Iz,toys,2500,44,10,32
KxPAK4uwPJFt,toys,3765,44,22,52
Jb5WtIMsUSl8,stationery,400,44,24,32
GM7nszGa2O7f,housewares,26950,44,48,44
v2x1Rx6Nf8Is,toys,365,44,16,18
FZzMUwrpeQmF,toys,4497,44,35,32
tE4Om4TYo29Z,bed_bath_table,1400,44,2,35
fWMwCx7D6i9Q,baby,8250,44,32,35
2rvLv4pKuqGI,toys,500,44,11,14
fg5NcaIQapYm,toys,8650,44,14,40
zSHhNUysls5c,toys,3075,44,45,23
AqdylwaAKtfs,luggage_accessories,575,44,8,33
UQfFOLfdJpjl,toys,12100,44,44,53
mUPJkap0GJg8,air_conditioning,10175,44,44,38
vWCM3qoCDzUk,toys,1400,44,22,31
8WNUmnLEzep4,toys,483,44,6,33
3aRArMaHuDz4,toys,2900,44,15,44
0JHTBH2ex56B,toys,10800,44,21,38
N8sypA5gqNLS,,2700,44,13,44
TKgx6JnJcCuV,home_appliances,425,44,14,34
nTA7HLRhVAY6,toys,1400,44,6,36
GhRKNFlBkhvb,toys,2200,44,20,36
fb7zKbsm8AXM,toys,16300,44,70,32
t7NVEqCoO8lh,toys,9700,44,15,33
3rhN0HAy2Q88,toys,7975,44,16,53
u1h9qlvgYz2P,home_appliances_2,20050,44,45,62
PiBkYEvuJIyv,toys,563,44,8,35
Gd6K2iVv6YdN,toys,1200,44,5,34
hnxz0WXl71d2,toys,11100,44,35,33
xhozuzxQKl1U,toys,6350,44,43,37
NKW2vwhVCpe2,cool_stuff,9300,44,21,38
RSZfykGJOST8,toys,1400,44,6,36
IUykT5z5LcPW,toys,250,45,15,35
YCMS6jUWbEbe,toys,4000,45,20,100
u7VrCV0J3rFD,toys,700,45,8,25
PNlm9wyElFNa,toys,2150,45,15,35
MCpcB88Db8FO,toys,1500,45,15,35
kqxklO6gqERR,toys,14300,45,15,35
71NSrL41eqam,toys,1350,45,10,55
MrDnVpqFoLqT,toys,1850,45,12,45
Pb7eGiBIFKMI,toys,300,45,15,35
gPcgQy5PcZcR,toys,1250,45,10,15
GmgXGONutNxg,baby,6600,45,25,35
21d75APed1Cs,toys,10550,45,35,40
36r9ecsJdG43,toys,700,45,15,35
6M6QxDT4iGx5,cool_stuff,8450,45,24,39
SWqcqGVZ1YKW,toys,2550,45,13,35
Nzi3hRERFNyS,small_appliances,4683,45,29,22
HFZt5QyhPlus,sports_leisure,150,45,10,11
pFCyQ97Z6eRe,toys,1600,45,15,45
9qtQ7a9essA5,toys,850,45,30,30
UaxmE3txjGzs,bed_bath_table,1250,45,10,15
oQOFuL1TnNiD,toys,1100,45,15,30
uwEOSUWL1zOy,bed_bath_table,800,45,15,35
oW6KDobidlmB,toys,950,45,15,35
b1lETWIq1L8j,toys,100,45,15,35
l9Q2nvAocXGk,toys,1600,45,15,30
KYriE3AvpENo,housewares,1775,45,11,28
towCly5Ovo0S,toys,850,45,15,30
KPMvUnIeoUz7,toys,7450,45,25,45
60A5wu5Xy6kf,toys,400,45,15,35
GBooMtUFcEcX,bed_bath_table,1400,45,15,35
NR6RSv41Rbb4,toys,950,45,15,25
d3ILTQE9cCuM,toys,18100,45,65,40
DMhIcOYsIDHh,toys,150,45,10,11
tJp6qQVFaMiN,toys,800,45,15,35
bw4D1I6O0ayl,toys,12000,45,35,45
IUBNWaXS6rlL,toys,400,45,15,35
Gl8lTOaqomLU,toys,5200,45,54,15
MbWeKW79Ue2t,toys,1550,45,15,35
aSPk9AU9jtiP,bed_bath_table,2150,45,13,35
HOmP1uDiX01O,toys,12250,45,35,45
r70PJ6ho14tO,toys,9050,45,33,35
blPFUTjOGNza,toys,700,45,15,35
UtEmsTImVpmt,toys,1700,45,20,45
3ySbE7iHgt6B,toys,8600,45,35,35
TlVlN3JFv5vB,furniture_decor,13650,45,35,45
O8eHuwaNkMA3,toys,1150,45,10,45
Za9F44E8BZ0I,toys,1400,45,30,20
orZZicCSy2A9,housewares,7250,45,19,45
eQPB4fxbEHAX,toys,1950,45,10,45
kh73CsHIDXbC,bed_bath_table,433,45,4,35
rU8wUBnSoR77,toys,1000,45,15,35
Gxlvtg5gRoJg,toys,2500,45,15,28
ODOAeJdnfKRy,toys,21600,45,42,45
O1oCEFh8BshE,toys,1100,45,15,35
jnEQEVEWech0,toys,1860,45,20,43
RCNL06noXxGA,sports_leisure,500,45,10,40
LOn4pqIGUvrf,toys,13400,45,15,35
GUijOooBmJG7,furniture_decor,750,45,15,35
pH255ZOAGs9Z,toys,330,45,6,18
6LdXu4tzhdcb,toys,900,45,15,30
5KDNdaJgwEbJ,toys,18850,45,15,35
U53hfB1igbhB,toys,800,45,15,35
D5VaZ1GAn3Jt,toys,19500,45,50,45
xt8RZiiihdVP,housewares,900,45,20,25
14sWK1muel1j,bed_bath_table,1800,45,10,34
Vkbp6x32zZeM,toys,1250,45,30,15
BoH5vU0rOckY,toys,2650,45,25,18
g1qjm740cafh,toys,22300,45,40,55
HRXu29GwfAUj,toys,1100,45,8,35
adgthO0RU9xm,toys,5450,45,20,45
MHhBydYAtgZc,bed_bath_table,900,45,15,35
hprUOl6ABRiO,toys,1050,45,15,35
DY1dirprKpq8,toys,1750,45,15,35
zRvT1cpdRs3V,toys,1500,45,15,35
CwjDwlCRlfVF,toys,7300,45,28,45
DWI07vcxaNPj,toys,3100,45,28,26
1Lv85CQ00iGe,bed_bath_table,2400,45,15,35
EygUoeG358cx,toys,1350,45,20,18
yTqIjN3uNdkF,toys,800,45,15,35
kGjgZHdlmRRN,home_confort,1850,45,15,12
DFnA5bRlbU3i,bed_bath_table,1100,45,25,35
duR6IjZ9z7JG,toys,1000,45,16,30
EVWiSeHvSgeK,toys,2313,45,11,32
UaSK8bR3tsDF,toys,4150,45,20,45
j2NGdFVvwzkH,toys,600,45,10,33
k3HrRqXYQloC,toys,500,45,8,49
u8EYbLEeXp7g,toys,8950,45,26,38
qGALwpEvjd42,furniture_decor,11600,45,35,45
3Fzirxmal1ma,toys,3200,45,15,35
zUEqEtDGsNEG,toys,800,45,10,30
e7jWSP3cxkVR,toys,1500,45,3,37
G8wwltSamfOy,furniture_living_room,5000,45,66,14
NF23mSqvFy7x,furniture_decor,1600,45,7,35
lplcU99ZtmwD,books_imported,900,45,5,25
WdZnaGkih6Sj,furniture_decor,13300,45,35,45
joKOLGb5YhDR,baby,8300,45,25,45
ota760C5pNtB,toys,12800,45,50,34
YTlrtaJftOQR,toys,19600,45,50,45
RXp73LqDOY2q,bed_bath_table,10900,45,15,35
6I5owdWZrL41,toys,1250,45,8,35
BrO8ZxAyjLDs,toys,19150,45,50,45
SuKFaJoOBOty,toys,2886,45,17,56
K2G0YWCAUbX6,bed_bath_table,2700,45,13,35
ZSR13np5jsr3,toys,12600,45,35,45
CxSzqzGCyvoC,toys,250,45,15,20
PAVPTqsPtBL6,toys,2050,45,15,35
4F7S2jNL8RDI,home_confort,1750,45,15,35
UTNjs6RprYLi,toys,300,45,15,35
JT3p81uRI2cu,toys,8200,45,65,45
3tszAqUtGKM0,toys,1300,45,15,35
9W9PFiSAygFN,costruction_tools_garden,1225,45,28,28
esYGHRystA3p,toys,4050,45,15,35
DqUglAyQWTmm,toys,225,45,10,14
JTd9gCWfHbAJ,toys,1900,45,15,35
W1vEHnxeSMuQ,toys,5550,45,15,35
D8ifAETn6l99,toys,1500,45,15,35
3jZ9jfjmeUQo,toys,2275,45,25,18
cRnEmapBuI5r,toys,950,45,14,35
DcnzoZ2Qmny9,toys,4225,45,55,16
iuvLznmP9D3Z,toys,8150,45,24,39
VdPPnOByt3gu,toys,10150,45,30,45
7rNadErDauwV,toys,1175,45,38,25
oKBBCJb6CNC5,toys,2300,45,15,35
